Cites	Authors	Title	Year	Source	Publisher	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	FullTextURL	RelatedURL	Decision	Reason
4	M Gallofré Ocaña, AL Opdahl	Challenges and opportunities for journalistic knowledge platforms	2020		bora.uib.no	https://bora.uib.no/bora-xmlui/handle/11250/2754113	https://scholar.google.com/scholar?cites=2489944450072335350&as_sdt=2005&sciodt=2007&hl=en	67	09/02/2022 10:40									4	2.00	2	2	2	Journalism is under pressure from loss of advertisement and revenues, while experiencing an increase in digital consumption and user demands for quality journalism and trusted sources. Journalistic Knowledge Platforms (JKPs) are an emerging generation of platforms which …	https://bora.uib.no/bora-xmlui/bitstream/handle/11250/2754113/paper43.pdf?sequence=1	https://scholar.google.com/scholar?q=related:9lME-UgPjiIJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
2	R LU, C FEI	Chuanqing W., Shunfeng GAO, Han QIU, Zhang S., Cungen CAO	2020	HAPE: a programmable big knowledge graph platform …			https://scholar.google.com/scholar?cites=15792430441710169096&as_sdt=2005&sciodt=2007&hl=en	64	09/02/2022 10:40	CITATION								2	1.00	1	2	2			https://scholar.google.com/scholar?q=related:CCwzmtD7KdsJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	-
14	A Santos, AR Colaço, AB Nielsen, L Niu, PE Geyer…	Clinical knowledge graph integrates proteomics data into clinical decision-making	2020	bioRxiv	biorxiv.org	https://www.biorxiv.org/content/10.1101/2020.05.09.084897.abstract	https://scholar.google.com/scholar?cites=17957266884028138948&as_sdt=2005&sciodt=2007&hl=en	14	09/02/2022 10:40		10.1101/2020.05.09.084897.abstract							14	7.00	2	6	2	… We included Jupyter notebooks as another component of the Clinical Knowledge Graph platform. This component serves a two-fold purpose 1) playground to test and develop new analyses and visualizations and 2) as a collection of case studies that can be shared, reproduced…	https://www.biorxiv.org/content/biorxiv/early/2020/05/10/2020.05.09.084897.full.pdf	https://scholar.google.com/scholar?q=related:xAVi3xYHNfkJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
10	D Spoladore, E Pessot	Collaborative ontology engineering methodologies for the development of decision support systems: Case studies in the healthcare domain	2021	Electronics	mdpi.com	https://www.mdpi.com/2079-9292/10/9/1060	https://scholar.google.com/scholar?cites=7896375302716673816&as_sdt=2005&sciodt=2007&hl=en	143	09/02/2022 10:40									10	10.00	5	2	1	New models and technological advances are driving the digital transformation of healthcare systems. Ontologies and Semantic Web have been recognized among the most valuable solutions to manage the massive, various, and complex healthcare data deriving from different …	https://www.mdpi.com/2079-9292/10/9/1060/pdf	https://scholar.google.com/scholar?q=related:GE-YQ4CPlW0J:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
16	D Spoladore, A Mahroo, A Trombetta, M Sacco	ComfOnt: a semantic framework for indoor comfort and energy saving in smart homes	2019	Electronics	mdpi.com	https://www.mdpi.com/585812	https://scholar.google.com/scholar?cites=9924979882858923644&as_sdt=2005&sciodt=2007&hl=en	126	09/02/2022 10:40									16	5.33	4	4	3	This work introduces ComfOnt, a semantic framework developed within the context of ambient assisted living, context awareness, and ambient intelligence Italian research projects. ComfOnt leverages knowledge regarding Smart Home inhabitants and their particular needs, the …	https://www.mdpi.com/2079-9292/8/12/1449/pdf	https://scholar.google.com/scholar?q=related:fEa0YJ6cvIkJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	J Weng	Construction Investigation of Linguistic-Humanity KG of Chinese Verses Based on Group Intelligence		47.102.223.50		http://47.102.223.50/assets/pdf/01%20jintaWeng-Construction%20Investigation%20of%20Linguistic-Humanity%20KG%20of%20Chinese%20Verses%20Based%20on%20Group%20Intelligence.pdf		66	09/02/2022 10:40	PDF								0	0.00	0	1		Unlike the instrumental needs of language, The Humanism of language means that Chinese verses always shows certain emotion, reflects certain attitude to thing, and represents certain creator’s characters. To depict such complicated and cross Humanity, KG (knowledge …	http://47.102.223.50/assets/pdf/01%20jintaWeng-Construction%20Investigation%20of%20Linguistic-Humanity%20KG%20of%20Chinese%20Verses%20Based%20on%20Group%20Intelligence.pdf	https://scholar.google.com/scholar?q=related:2FpwP8gNC_IJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	X Meng, Y Yang, H Qi, D Li, Y Lu…	Construction and Application of a Tree Knowledge Graph	2021	2021 IEEE/ACIS 19th …	ieeexplore.ieee.org	https://ieeexplore.ieee.org/abstract/document/9516607/?casa_token=AOmixts1e4EAAAAA:OY12uMzG_FypDjKVfxa7DyuKqH6rvSpXyD_3DAp2EPS8TpFeS1Xgj_LThLLMMGSdYZ2cgj0Y		17	09/02/2022 10:40									0	0.00	0	6	1	At present, tree information on the Internet is not systematic enough. In order to solve this problem, we propose a tree knowledge graph namely TreeKG. After obtaining a mass of data, We construct TreeKG based on rules and deep learning and develop some application. This …	https://ieeexplore.ieee.org/iel7/9516596/9516597/09516607.pdf?casa_token=dDpgaOtGasgAAAAA:KA-FWye7VbBdst-KosCul3aB_GZeRW0cB7lW-j0qJQZ0-s1XgHiP3YVGm-SHdnBkVm0i3WD6	https://scholar.google.com/scholar?q=related:485rBHG2uJYJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	VJ Ramírez Durán	Contributions for the exploitation of Semantic Technologies in Industry 4.0	2021		addi.ehu.es	https://addi.ehu.es/handle/10810/53697		150	09/02/2022 10:40									0	0.00	0	1	1	… Stardog18 is a Knowledge Graph platform that combines virtualization and graph storage for cost-effective and flexible data integration. It supports a graph data model based on RDF and has the OWL2-DL Pellet reasoner embedded. Stardog has a free edition and also includes …	https://addi.ehu.es/bitstream/handle/10810/53697/TESIS_RAMIREZ_DURAN_VICTOR%20JULIO.pdf?sequence=1&isAllowed=y		Unselected	It does not talk about the KG management platform. 
1	PWJ Staar, M Dolfi, C Auer	Corpus processing service: A Knowledge Graph platform to perform deep data exploration on corpora	2020	Applied AI Letters	Wiley Online Library	https://onlinelibrary.wiley.com/doi/abs/10.1002/ail2.20	https://scholar.google.com/scholar?cites=13584909920581398405&as_sdt=2005&sciodt=2007&hl=en	7	09/02/2022 10:40		10.1002/ail2.20							1	0.50	0	3	2	Abstract Knowledge Graphs have been fast emerging as the de facto standard to model and explore knowledge in weakly structured data. Large corpora of documents constitute a source of weakly structured data of particular interest for both the academic and business world. …	https://onlinelibrary.wiley.com/doi/pdf/10.1002/ail2.20	https://scholar.google.com/scholar?q=related:hS_vyZhLh7wJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Selected	It is about the KG management platform. 
0	R Voltolini, M Borsato, M Peruzzini	Cost Estimation in Initial Stages of Product Development–An Ontological Approach	2019		iris.unimore.it	https://iris.unimore.it/handle/11380/1182115		111	09/02/2022 10:40									0	0.00	0	3	3	Cost estimation in the early stages of the product development process is fraught with uncertainties. The conceptual design is characterized by the absence of data, the most critical being costs. Decisions based on incorrect assumptions impact a project significantly and can …	https://iris.unimore.it/bitstream/11380/1182115/1/2019%20-%20ATDE%20Cost%20Estimation%20in%20Initial%20Stages%20of%20Product%20Development.pdf	https://scholar.google.com/scholar?q=related:fpWT0CLFVsMJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
1	S Bischoff, J Fuchs	Creating Content and Use Cases for Testing Semantic Correlation Rules in Content Delivery	2021	SHS Web of Conferences	shs-conferences.org	https://www.shs-conferences.org/articles/shsconf/abs/2021/13/shsconf_etltc2021_02003/shsconf_etltc2021_02003.html	https://scholar.google.com/scholar?cites=110708683575832491&as_sdt=2005&sciodt=2007&hl=en	84	09/02/2022 10:40									1	1.00	1	2	1	… The second system is the Knowledge Graph Platform from I-Views. This ontology system offers the possibility to map complex semantic structures. These capabilities can be transferred to the attached CDP, thus being visualized in Figure 4. …	https://www.shs-conferences.org/articles/shsconf/pdf/2021/13/shsconf_etltc2021_02003.pdf	https://scholar.google.com/scholar?q=related:q68WDvZQiQEJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
1	S Matthew	Creating an ontology across multiple semantically-related data sets	2015	US Patent App. 14/134,741	Google Patents	https://patents.google.com/patent/US20150178372A1/en	https://scholar.google.com/scholar?cites=10128408845534421006&as_sdt=2005&sciodt=2007&hl=en	135	09/02/2022 10:40									1	0.14	1	1	7	Embodiments presented herein disclose techniques for generating an entity pool, a hierarchical structure of related nodes that assists with classification and comparison of dissimilar data sets. To generate the entity pool, text references and metadata are collected from a public …	https://patentimages.storage.googleapis.com/26/d2/e1/3cc22767db0cfb/US20150178372A1.pdf	https://scholar.google.com/scholar?q=related:DuAAsi5Wj4wJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
2	A Grisiute, H Silvennoinen, Z Shi…	Creating multi-domain urban planning indicators using a knowledge graph: a district energy use case in Singapore	2021	… on Evolving Cities …	research-collection.ethz.ch	https://www.research-collection.ethz.ch/handle/20.500.11850/524050	https://scholar.google.com/scholar?cites=9841875967641325361&as_sdt=2005&sciodt=2007&hl=en	20	09/02/2022 10:40									2	2.00	1	4	1	… The diagram above presents how the Cities Knowledge Graph platform bridges the gap between planning use cases and planning knowledge domains. It joins existing expertise and tools from SEC and CARES, like multi-agent systems and SWT, user interface, design …	https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/524050/1/ICEC2021-poster_ETHcollection.pdf	https://scholar.google.com/scholar?q=related:MQ-3TgxelYgJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
3	Y Yang, J Wang, W Huang, G Li…	Crowd intelligence-based interactive creation platform	2019	2019 IEEE 19th …	ieeexplore.ieee.org	https://ieeexplore.ieee.org/abstract/document/8859464/?casa_token=kAmH2wGlx5cAAAAA:UA30F_zdHxyO5fZcip4ImxoR-1g2F3A__0Y7KK_5le-w1pSTCtiG99Md8pE74LpAIVF8bWWR	https://scholar.google.com/scholar?cites=15750663634491997439&as_sdt=2005&sciodt=2007&hl=en	48	09/02/2022 10:40									3	1.00	1	5	3	… In this paper, we propose a crowd intelligence-based creation platform with the benefit of the knowledge graph platform early developed. The platform provides cross-domain heterogeneous knowledge mining in order to facilitate the inspiration discovery and interactive visual …	https://ieeexplore.ieee.org/iel7/8848633/8859367/08859464.pdf?casa_token=aZFnCFAEPr8AAAAA:fKgtvori_DfOlID6onlvtsKU-5xzBOU7oyCDjHq-GoX-KTfgG8ax23WU90m5EzSFzkmw1tAu	https://scholar.google.com/scholar?q=related:__yO_h-ZldoJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	U UNIBO, C IMMA, UCM UH	D4. 1 Linked Data server technology: requirements and initial prototype	2021		spice-h2020.eu	https://spice-h2020.eu/document/deliverable/D4.1.pdf		131	09/02/2022 10:40	PDF								0	0.00	0	3	1	… ResearchSpace builds on the knowledge graph platform enabling customisation and extensibility of the interaction with the graph database through the use of Semantic Web standards, expressive ontologies for schema modelling based on CIDOC?CRM. The platform also …	https://spice-h2020.eu/document/deliverable/D4.1.pdf	https://scholar.google.com/scholar?q=related:AACVc0SyQqYJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
1	M Gallofré Ocaña, T Al-Moslmi, AL Opdahl	Data Privacy in Journalistic Knowledge Platforms	2020		bora.uib.no	https://bora.uib.no/bora-xmlui/handle/11250/2754111	https://scholar.google.com/scholar?cites=10155430075364158844&as_sdt=2005&sciodt=2007&hl=en	62	09/02/2022 10:40									1	0.50	0	3	2	Journalistic knowledge platforms (JKPs) leverage data from the news, social media and other sources. They collect large amounts of data and attempt to extract potentially news-relevant information for news production. At the same time, by harvesting and recombining big data, …	https://bora.uib.no/bora-xmlui/bitstream/handle/11250/2754111/paper44.pdf?sequence=2	https://scholar.google.com/scholar?q=related:fC1mB9lV74wJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	A Murashko, R Shebalov	Data quality management in disparate data sources using ontology-based rules						75	09/02/2022 10:40	CITATION								0	0.00	0	2				https://scholar.google.com/scholar?q=related:TTFClGUI1wMJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	W Wang, Y Xu, C Du, Y Chen, Y Wang, H Wen	Data set and evaluation of automated construction of financial knowledge graph	2021	Data Intelligence	direct.mit.edu	https://direct.mit.edu/dint/article-abstract/3/3/418/106758		34	09/02/2022 10:40									0	0.00	0	6	1	… Subsequently, these corpora were annotated with the help of the annotation system of the Yuanhai Knowledge Graph Platform, which is a product of DataGrand Inc. The annotation system is specifically used for the annotation of the knowledge graph, and supports the …	https://direct.mit.edu/dint/article-pdf/3/3/418/1969127/dint_a_00108.pdf	https://scholar.google.com/scholar?q=related:pygko48umIIJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
1	H Abdallah, D Nguyen, D Nguyen, E Mansour	Demonstration of KGNet: a Cognitive Knowledge Graph Platform	2021		ceur-ws.org	http://ceur-ws.org/Vol-2980/paper311.pdf	https://scholar.google.com/scholar?cites=12582228739972419193&as_sdt=2005&sciodt=2007&hl=en	6	09/02/2022 10:40	PDF								1	1.00	0	4	1	Knowledge graph (KG) engines lack the support for cognitive queries based on semantic affinity and classification models. Having the power of semantic search on KG engines will enable users to quickly generate deep hidden insights from their KG and enrich it. Variant …	http://ceur-ws.org/Vol-2980/paper311.pdf	https://scholar.google.com/scholar?q=related:eU7EIGAOna4J:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It is a domain-specific KG, built one time. We did not consider such a case, as it is not about KG management platform.
0	W Meng, D Zhang, T Guo, Z Zong, Y Liu…	Design and Implementation of Knowledge Graph Platform of Power Marketing	2021	2021 International …	ieeexplore.ieee.org	https://ieeexplore.ieee.org/abstract/document/9581070/		11	09/02/2022 10:40									0	0.00	0	6	1	… Thus, it is necessary to design a power marketing knowledge graph platform that can integrate scattered knowledge points in the power … , and builds an application architecture of knowledge graph platform with knowledge management applications and extraction service …		https://scholar.google.com/scholar?q=related:x5Lkw2cEbd8J:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Selected	It is about the KG management platform. 
1	M Gallofré Ocaña, AL Opdahl	Developing a Software Reference Architecture for Journalistic Knowledge Platforms	2021		bora.uib.no	https://bora.uib.no/bora-xmlui/handle/11250/2827539	https://scholar.google.com/scholar?cites=9511014567695290753&as_sdt=2005&sciodt=2007&hl=en	68	09/02/2022 10:40									1	1.00	1	2	1	For news organizations to survive and thrive in today’s media landscape, they must utilize big data and artificial intelligence technologies effectively. News organizations that want to exploit techniques like machine learning and knowledge graphs for big data may manage to …	https://bora.uib.no/bora-xmlui/bitstream/handle/11250/2827539/saml-paper2%255B1%255D.pdf?sequence=2&isAllowed=y	https://scholar.google.com/scholar?q=related:gRELmVvp_YMJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
1	Y Orii, S Hirose, A Fujita, M Kobayashi	Development of Materials Informatics Platform	2021	Journal of Photopolymer …	jstage.jst.go.jp	https://www.jstage.jst.go.jp/article/photopolymer/34/1/34_41/_article/-char/ja/	https://scholar.google.com/scholar?cites=5844386017352810195&as_sdt=2005&sciodt=2007&hl=en	60	09/02/2022 10:40									1	1.00	0	4	1	As the use of IT increases importance with big data and AI, the issue of power consumption has been highlighted. Under these circumstances, the development of new materials is more and more important. Materials Informatics (MI) is one of the hottest technologies in the …	https://www.jstage.jst.go.jp/article/photopolymer/34/1/34_41/_pdf	https://scholar.google.com/scholar?q=related:0_6SLh5uG1EJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
2	M Sheng, J Wang, Y Zhang, X Li, C Li, C Xing…	DocKG: a knowledge graph framework for health with doctor-in-the-loop	2019	… Conference on Health …	Springer	https://link.springer.com/chapter/10.1007/978-3-030-32962-4_1	https://scholar.google.com/scholar?cites=589961795123951640&as_sdt=2005&sciodt=2007&hl=en	33	09/02/2022 10:40		10.1007/978-3-030-32962-4_1							2	0.67	0	7	3	Abstract Knowledge graphs can support different types of services and are a valuable source. Automatic methods have been widely used in many domains to construct the knowledge graphs. However, it is more complex and difficult in the medical domain. There are three …		https://scholar.google.com/scholar?q=related:GDhqfSD3LwgJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	R Uceda-Sosa, N Mihindukulasooriya…	Domain specific ontologies from Linked Open Data (LOD)	2022	5th Joint International …	dl.acm.org	https://dl.acm.org/doi/abs/10.1145/3493700.3493703?casa_token=3w8_mBJ9U4sAAAAA:LUCwwtPan7lUZHMiwh3n9NSJrly87uiCL6lGX6tfpKRYzqOet_7-ZuxOzBX5u8-Ku2yp30sf--0		92	09/02/2022 10:40		10.1145/3493700.3493703							0	0.00	0	3	1	Logical and probabilistic reasoning tasks that require a deeper knowledge of semantics are increasingly relying on general purpose ontologies such as Wikidata and DBpedia. However, tasks such as entity disambiguation and linking may benefit from domain-specific …	https://dl.acm.org/doi/pdf/10.1145/3493700.3493703?casa_token=_ykumsRYs-oAAAAA:iJ1CpzxGeZip9-a71WxxhX3JFqOOBQOzCYE49JYb47zEW-PTRoVScT7-MAtp98IQanNCWMTENYk	https://scholar.google.com/scholar?q=related:ucPBhOtBKNEJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
26	B Abu-Salih	Domain-specific knowledge graphs: A survey	2021	Journal of Network and Computer Applications	Elsevier	https://www.sciencedirect.com/science/article/pii/S1084804521000990?casa_token=Se4fVn4ECMsAAAAA:CT9OsVR5BZ1kkXgmsxFlZZG54xn6j8fUFForSSuYEZDfJ3WN4fSHrQEE-Ez-hSfC4H9ERO3k	https://scholar.google.com/scholar?cites=12873090492182721933&as_sdt=2005&sciodt=2007&hl=en	98	09/02/2022 10:40	HTML								26	26.00	26	1	1	Abstract Knowledge Graphs (KGs) have made a qualitative leap and effected a real revolution in knowledge representation. This is leveraged by the underlying structure of the KG which underpins a better comprehension, reasoning and interpretation of knowledge for both …	https://www.sciencedirect.com/science/article/pii/S1084804521000990?casa_token=Se4fVn4ECMsAAAAA:CT9OsVR5BZ1kkXgmsxFlZZG54xn6j8fUFForSSuYEZDfJ3WN4fSHrQEE-Ez-hSfC4H9ERO3k	https://scholar.google.com/scholar?q=related:jXUCHJlnprIJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	ML Adams	Electronic content search system	2019	US Patent App. 16/353,103	Google Patents	https://patents.google.com/patent/US20190286664A1/en		116	09/02/2022 10:40									0	0.00	0	1	3	An example electronic content management system receives a corpus of content from a plurality of proprietary electronic content management systems by providing an agnostic conversion process that accepts the content in multiple forms and converts the multiple forms into …	https://patentimages.storage.googleapis.com/30/af/c4/a4f5510673c19b/US20190286664A1.pdf		Unselected	It does not talk about the KG management platform. 
0	R Voltolini	Estimativa de custo nos estágios iniciais do desenvolvimento de produtos: uma abordagem ontológica	2019		repositorio.utfpr.edu.br	http://repositorio.utfpr.edu.br/jspui/handle/1/4182		162	09/02/2022 10:40									0	0.00	0	1	3	Cost estimation in the early stages of a product are fraught with uncertainties. The conceptual design of product development is characterized by the absence of data, the most critical being costs. The costs impact in the initial phases of the project is low, when discovered in later …	http://repositorio.utfpr.edu.br/jspui/bitstream/1/4182/1/CT_PPGEM_M_Voltolini%2C%20Rafael%20Voltolini_2019.pdf	https://scholar.google.com/scholar?q=related:rHjE9nRlAFkJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It is not written in English.
4	J Schuler, Z Falls, W Mangione, ML Hudson…	Evaluating the performance of drug-repurposing technologies	2021	Drug Discovery …	Elsevier	https://www.sciencedirect.com/science/article/pii/S1359644621003603	https://scholar.google.com/scholar?cites=7485500544661540775&as_sdt=2005&sciodt=2007&hl=en	114	09/02/2022 10:40	HTML								4	4.00	1	5	1	Drug-repurposing technologies are growing in number and maturing. However, comparisons to each other and to reality are hindered because of a lack of consensus with respect to performance evaluation. Such comparability is necessary to determine scientific merit and to …	https://www.sciencedirect.com/science/article/pii/S1359644621003603	https://scholar.google.com/scholar?q=related:p0-L4hXX4WcJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	S Antipolis-Méditerranée	Exchanges Documents Extraction Languages Web Ergonomics Interaction Semantics Servers		Citeseer		http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.220.1330&rep=rep1&type=pdf		115	09/02/2022 10:40	PDF								0	0.00	0	1		Actors and interaction devices are becoming more and more mobile while knowledge sources, services and their networks are becoming ubiquitous. In this context we witness the emergence of communities of interest and/or practice, very light and agile structures that can be …	http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.220.1330&rep=rep1&type=pdf	https://scholar.google.com/scholar?q=related:9czL2QE_vBEJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
16	X Li, M Lyu, Z Wang, CH Chen, P Zheng	Exploiting knowledge graphs in industrial products and services: A survey of key aspects, challenges, and future perspectives	2021	Computers in Industry	Elsevier	https://www.sciencedirect.com/science/article/pii/S0166361521000567?casa_token=a_FE4YmvlLMAAAAA:ryI5gGvT4tob4pSWLuYyTeX1Uv8rHT7kDKpAHE_3dVog2Opa2ZnyHFdZTMoxQhDzD0n0M0ZQ	https://scholar.google.com/scholar?cites=13851355429454915898&as_sdt=2005&sciodt=2007&hl=en	63	09/02/2022 10:40	HTML								16	16.00	3	5	1	The rapid development of information and communication technologies has enabled a value co-creation paradigm for developing industrial products and services, where massive heterogeneous data and multidisciplinary knowledge are generated and leveraged. In this context…	https://www.sciencedirect.com/science/article/pii/S0166361521000567?casa_token=a_FE4YmvlLMAAAAA:ryI5gGvT4tob4pSWLuYyTeX1Uv8rHT7kDKpAHE_3dVog2Opa2ZnyHFdZTMoxQhDzD0n0M0ZQ	https://scholar.google.com/scholar?q=related:OqlWHmDmOcAJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	AS Valeriani, GW Di Donato…	Exploring the Runtime Performance of Knowledge Graph Embedding Methods	2021	2021 IEEE 6th …	ieeexplore.ieee.org	https://ieeexplore.ieee.org/abstract/document/9597228/?casa_token=njiaTFAduUIAAAAA:y4TFMUcErhe6rQQ4Ys3i8rmlQRRzuwkwK1da44gq8nTi21IczJyPDx_Mmy9IA_pkbHA_WYH_		29	09/02/2022 10:40									0	0.00	0	3	1	In recent years, Knowledge Graphs (KGs) have become ubiquitous, powering recommendation systems, natural language processing, and query answering, among others. Moreover, representation learning on graphs has reached unprecedentedly effective graph mining. In …	https://ieeexplore.ieee.org/iel7/9597204/9597208/09597228.pdf?casa_token=l_VsGg82gtkAAAAA:IL97shj_DDfbviwNdDKQyaTfPI0URkwAzd4Z1JDBISO9tjuaYSe1KFuZduGDUgUOSJ_eLnvi	https://scholar.google.com/scholar?q=related:m3MZRzM94eEJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
4	G Bordea, J Nikiema, R Griffier…	FIDEO: Food Interactions with Drugs Evidence Ontology	2020	11th International …	hal.archives-ouvertes.fr	https://hal.archives-ouvertes.fr/hal-03185166/	https://scholar.google.com/scholar?cites=6625703128804929786&as_sdt=2005&sciodt=2007&hl=en	85	09/02/2022 10:40									4	2.00	1	4	2	In this paper we propose the Food Interactions with Drugs Evidence Ontology (FIDEO), an ontology used for annotation and retrieval of scientific articles about food-drug interactions. Currently available ontologies address mainly drugdrug interactions, but much less attention …	https://hal.archives-ouvertes.fr/hal-03185166/document	https://scholar.google.com/scholar?q=related:-rCcI-Q581sJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	E Mansour, K Srinivas, K Hose	Federated Data Science to Break Down Silos [Vision]	2022	ACM SIGMOD Record	dl.acm.org	https://dl.acm.org/doi/abs/10.1145/3516431.3516435?casa_token=l-1NQN48LioAAAAA:g1N4-WOYjFt5vKJTr7Ed-7-mmJucFFh1Tby-JwUKFqy7Pfi299tfHf0-YpdgQ517NkEZTrSc3iU		74	09/02/2022 10:40		10.1145/3516431.3516435							0	0.00	0	3	1	Similar to Open Data initiatives, data science as a community has launched initiatives for sharing not only data but entire pipelines, derivatives, artifacts, etc. (Open Data Science). However, the few efforts that exist focus on the technical part on how to facilitate sharing, …	https://dl.acm.org/doi/pdf/10.1145/3516431.3516435?casa_token=2FBU7RtvjhEAAAAA:-m-on2RLXY3w9cIBtto_gcLFcH84A9SgI-EjJ36beZrl-uvi07Ps0Gkh7WZ5pFJ5qrRO6toZEos	https://scholar.google.com/scholar?q=related:hUYdtD46kyQJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	RA Buchmann, R Dragos, AM Ghiran	From the Application-Centric to the Knowledge-Centric University: A Design Science Proof-of-Concept	2021		aisel.aisnet.org	https://aisel.aisnet.org/isd2014/proceedings2021/currenttopics/14/		53	09/02/2022 10:40									0	0.00	0	3	1	… In response to such challenges, an institutional Design Science project was launched to assess the feasibility of having a Knowledge Graph platform that alleviates this organizational data context and to enable novel analytics use cases, information findability and navigability. …		https://scholar.google.com/scholar?q=related:15E-RI-juKYJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	M PARADIES	G-CORE	2017		researchgate.net	https://www.researchgate.net/profile/Hannes-Voigt-3/publication/321573775_G-CORE_A_Core_for_Future_Graph_Query_Languages/links/5a2e72a0aca2728e05e3296e/G-CORE-A-Core-for-Future-Graph-Query-Languages.pdf		154	09/02/2022 10:40	PDF								0	0.00	0	1	5	Graphs are the ultimate abstraction for many real world processes and today the computer infrastructure exists to collect, store and handle them as such. There are several models for representing graphs. Among the most popular is the property graph data model, which is a …	https://www.researchgate.net/profile/Hannes-Voigt-3/publication/321573775_G-CORE_A_Core_for_Future_Graph_Query_Languages/links/5a2e72a0aca2728e05e3296e/G-CORE-A-Core-for-Future-Graph-Query-Languages.pdf	https://scholar.google.com/scholar?q=related:cRw2CG7YRfUJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	-
