PaperTitle;Year;Author;Citation;Publication;URL;Related;Open source;;;;;;;
[CITATION][C] AN APPROACH FOR APPROXIMATE SUBGRAPH MATCHING IN DOMAIN KNOWLEDGE GRAPH;2020;H Wang;;…;xx;FALSE;FALSE;;;;;;;
Online Programming Education Modeling and Knowledge Tracing;2020;Y Sun;;Springer;https://link.springer.com/chapter/10.1007/978-3-030-55130-8_23;FALSE;FALSE;;;;;;;
Text Analysis of Cases Description in Urban Management Field Based on Knowledge Atlas;2;X Liu;;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/3207677.3278062;FALSE;FALSE;;;;;;;
[PDF][PDF] Supporting decision making in a complex supply chain environment using a virtual knowledge graph;xx;L van;;research.tue.nl;https://research.tue.nl/files/163431010/Master_Thesis_Luuk_van_Boxtel.pdf;FALSE;FALSE;;;;;;;
Event Representation and Research on Formalizing Representation Model Based on Ontology;2021;B Yu;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9602241/;FALSE;FALSE;;;;;;;
Building Out the System;2018;MK Bergman;;Springer;https://link.springer.com/chapter/10.1007/978-3-319-98092-8_13;FALSE;FALSE;;;;;;;
[PDF][PDF] Domain Knowledge Integration in Object Detection Tasks;2021;RS Janssen;;fse.studenttheses.ub.rug.nl;https://fse.studenttheses.ub.rug.nl/23853/1/Master_IEM_Design%20Project_2021_RoosJanssen.pdf;FALSE;FALSE;;;;;;;
[PDF][PDF] Wikidata WikiProject COVID-19: Modelling the pandemic in real time;2020;T Lubiana;;informatik.uni-leipzig.de;http://www.informatik.uni-leipzig.de/~loebe/tmp/ICBO2020/abstractU.pdf;FALSE;FALSE;;;;;;;
[CITATION][C] Independent Construction System of the Knowledge Graph of Network Literature Resources;2019;R Wang;;Springer;xx;FALSE;FALSE;;;;;;;
Research on key technologies for fault knowledge acquisition of power communication equipment;2021;B Zhou;;Elsevier;https://www.sciencedirect.com/science/article/pii/S1877050921005639;FALSE;FALSE;;;;;;;
Conversational Music Recommendation based on Bandits;2020;C Zhou;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9194509/;FALSE;FALSE;;;;;;;
[CITATION][C] KnowHealth: a Large Knowledge Graph for Elderly Health Information Processing;xx;Z Zhen;;Wang;xx;TRUE;FALSE;;;;;;;
[CITATION][C] Key technologies of the service platform of scientific research knowledge graph in tobacco field;2021;W Weijun;;2021;xx;FALSE;FALSE;;;;;;;
[CITATION][C] RI-SSGE: A Framework with Rule Inference and Sentence Schema Graph Embedding for Question to Subgraph;xx;Y Yan;;Zhang…;xx;FALSE;FALSE;;;;;;;
Fusion of Domain Knowledge and Text Features for Query Expansion in Citation Recommendation;2020;Y Hu;;Springer;https://link.springer.com/chapter/10.1007/978-3-030-55393-7_10;FALSE;FALSE;;;;;;;
[CITATION][C] An accurate and efficient method for constructing a domain knowledge map [J];2018;Y Yuji;;2018;xx;FALSE;FALSE;;;;;;;
K-AID: Enhancing Pre-trained Language Models with Domain Knowledge for Question Answering;30;F Sun;;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/3459637.3481930;FALSE;FALSE;;;;;;;
Declarative Knowledge Extraction in the AC&NL Tutor;2020;A Grubišić;;Springer;https://link.springer.com/chapter/10.1007/978-3-030-50788-6_22;FALSE;FALSE;;;;;;;
Data-driven joint debugging of the dbpedia mappings and ontology;2017;H Paulheim;;Springer;https://link.springer.com/chapter/10.1007/978-3-319-58068-5_25;FALSE;FALSE;;;;;;;
Declarative Knowledge Extraction in the AC&NL Tutor;2020;I Šarić-Grgić;;books.google.com;https://books.google.com/books?hl=en&lr=&id=SFrwDwAAQBAJ&oi=fnd&pg=PA293&dq=%22Domain+knowledge+Graph%22+&ots=UTXNcrVb3k&sig=iAIi0846iuvGFeDZeK7SE51LQV4;FALSE;FALSE;;;;;;;
Property-Based Semantic Similarity Criteria to Evaluate the Overlaps of Schemas;2021;L Huang;;mdpi.com;https://www.mdpi.com/1999-4893/14/8/241;FALSE;FALSE;;;;;;;
Joint extraction method of entities and relations based on subject attention;2021;Z Yong;;joca.cn;http://www.joca.cn/EN/Y2021/V41/I9/2517;FALSE;FALSE;;;;;;;
A cognitive system for business and technical support: A case study;2017;P Dhoolia;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7877283/;FALSE;FALSE;;;;;;;
1st IEEE Services Workshop on Healthcare Services/Digital Health (DHS 2019) Message from the Workshop Chairs;xx;Z Feng;;computer.org;https://www.computer.org/csdl/proceedings-article/services/2019/385100a250/1cTIdAkRGZW;FALSE;FALSE;;;;;;;
[PDF][PDF] Dialogue Analysis with Graph Databases: Characterising Domain Items Usage for Movie Recommendations;2021;M Di;;ceur-ws.org;http://ceur-ws.org/Vol-3033/paper69.pdf;FALSE;FALSE;;;;;;;
Building knowledge graphs of homicide investigation chronologies;2020;R Pandey;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9346298/;TRUE;FALSE;;;;;;;
A task-oriented dialogue system for moral education;2019;Y Peng;;Springer;https://link.springer.com/chapter/10.1007/978-3-030-23207-8_72;FALSE;FALSE;;;;;;;
ENHANCING KNOWLEDGE GRAPH COMPLETION USING TEXTUAL CONTENT;2021;B Khaireddine;;dspace.univ-tebessa.dz;http://dspace.univ-tebessa.dz:8080/jspui/handle/123456789/970;FALSE;FALSE;;;;;;;
[PDF][PDF] Empirical evaluation of intelligent tutoring systems with ontological domain knowledge representation;xx;S Stankov;;pmfst.unist.hr;http://www.pmfst.unist.hr/~ani/radovi/Grubisic_etall2013ITS2016.pdf;FALSE;FALSE;;;;;;;
Stock Prediction Based On Event Graph;2021;C Xie;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9670610/;FALSE;FALSE;;;;;;;
Refine search by Question Answering System by using Knowledge Graphs;2020;G Kavitha;;archives.palarch.nl;https://www.archives.palarch.nl/index.php/jae/article/view/2700;FALSE;FALSE;;;;;;;
Hqadeephelper: A deep learning system for healthcare question answering;2020;F Luo;;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/3366424.3383539;FALSE;FALSE;;;;;;;
Research on Knowledge Graphs with Concept Lattice Constraints;2021;N Lan;;mdpi.com;https://www.mdpi.com/1395216;FALSE;FALSE;;;;;;;
Corpus Construction and Entity Recognition for the Field of Industrial Robot Fault Diagnosis;2021;J Zhou;;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/3457682.3457745;FALSE;FALSE;;;;;;;
[HTML][HTML] Predicting the relationships between gut microbiota and mental disorders with knowledge graphs;2021;T Liu;;Springer;https://link.springer.com/article/10.1007/s13755-020-00128-2;FALSE;FALSE;;;;;;;
The CaLiGraph Ontology as a Challenge for OWL Reasoners;2110;N Heist;;arxiv.org;https://arxiv.org/abs/2110.05028;FALSE;FALSE;;;;;;;
Exploring the Runtime Performance of Knowledge Graph Embedding Methods;2021;AS Valeriani;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9597228/;FALSE;FALSE;;;;;;;
KECRS: Towards Knowledge-Enriched Conversational Recommendation System;2021;T Zhang;;arxiv.org;https://arxiv.org/abs/2105.08261;FALSE;FALSE;;;;;;;
The Framework of Constructing University Comprehensive Evaluation System Based on Online Comments;2019;X Li;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8909610/;FALSE;FALSE;;;;;;;
[PDF][PDF] Graph-Evolving Meta-Learning for Low-Resource Medical Dialogue Generation;2020;S Lin;;aaai.org;https://www.aaai.org/AAAI21Papers/AAAI-1236.LinS.pdf;FALSE;FALSE;;;;;;;
Systematic knowledge management of construction safety standards based on knowledge graphs: a case study in China;2021;Y Jiang;;mdpi.com;https://www.mdpi.com/1660-4601/18/20/10692;FALSE;FALSE;;;;;;;
Extending patient-chatbot experience with internet-of-things and background knowledge: case studies with healthcare applications;2019;A Sheth;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8844333/;FALSE;FALSE;;;;;;;
FSM-based cyber security status analysis method;2019;Y Qi;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8923565/;FALSE;FALSE;;;;;;;
Challenges; Techniques; and Trends of Simple Knowledge Graph Question Answering: A Survey;2021;M Yani;;mdpi.com;https://www.mdpi.com/1172818;FALSE;FALSE;;;;;
Learning with small data;13;Z Li;;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/3336191.3371874;FALSE;FALSE;;;;;;;
Characterize and Evaluate Scientific Domain and Domain Context Knowledge Map;2020;J Zhang;;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/3383583.3398521;FALSE;FALSE;;;;;;;
[HTML][HTML] Applying graph sampling methods on student model initialization in intelligent tutoring systems;2016;M Vištica;;emerald.com;https://www.emerald.com/insight/content/doi/10.1108/IJILT-03-2016-0011/full/html;FALSE;FALSE;;;;;;;
The proposal of the intelligent system for generating objective test questions in controlled natural language for domain knowledge based on ontology;2016;K Rakić;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7765647/;FALSE;FALSE;;;;;;;
W-KG2Vec: a weighted text-enhanced meta-path-based knowledge graph embedding for similarity search;2021;P Do;;Springer;https://link.springer.com/article/10.1007/s00521-021-06252-8;FALSE;FALSE;;;;;;;
Graph-based data mining;2000;DJ Cook;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/850825/;FALSE;FALSE;;;;;;;
Graph Reasoning Networks and Applications;2021;Q Cao;;ebooks.iospress.nl;https://ebooks.iospress.nl/volumearticle/58844;FALSE;FALSE;;;;;;;
[PDF][PDF] Agents and Semantics for Human Decision-Making.;1;M Klusch;;pdfs.semanticscholar.org;https://pdfs.semanticscholar.org/56bc/5bfc993ff6c1fc7129fcb7ca48f65a5f54bc.pdf;FALSE;FALSE;;;;;;;
An Intelligent Interactive Tutoring System For Engineering Education;2004;H Shahani;;peer.asee.org;https://peer.asee.org/an-intelligent-interactive-tutoring-system-for-engineering-education;FALSE;FALSE;;;;;;;
Ontology based Knowledge Modeling and Extraction of Power Equipment Supply Chain;2020;Y Tang;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9220721/;FALSE;FALSE;;;;;;;
Named Entity Recognition Method in Network Security Domain Based on BERT-BiLSTM-CRF;2021;B He;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9657857/;FALSE;FALSE;;;;;;;
Research on Construction Technology of Multi Heterogeneous Data Resource Graph of Power Grid Corporation;2020;L Wang;;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1742-6596/1549/5/052039/meta;FALSE;FALSE;;;;;;;
Research on the knowledge association reasoning of financial reports based on a graph network;2020;Z Liang;;mdpi.com;https://www.mdpi.com/680382;FALSE;FALSE;;;;;;;
Knowledge Graphs Meet Crowdsourcing: A Brief Survey;2020;M Cao;;Springer;https://link.springer.com/content/pdf/10.1007/978-3-030-69992-5_1.pdf;FALSE;FALSE;;;;;;;
ASMaaS: Automatic Semantic Modeling as a Service;2021;Z Feng;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9604516/;FALSE;FALSE;;;;;;;
Configurable Graph Reasoning for Visual Relationship Detection;2020;Y Zhu;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9244130/;FALSE;FALSE;;;;;;;
Knowledge Grounded Conversational Symptom Detection with Graph Memory Networks;2101;H Luo;;arxiv.org;https://arxiv.org/abs/2101.09773;FALSE;FALSE;;;;;;;
A Vertical Semantic Search Engine In Electric Power Metering Domain;2021;L Sheng;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9602260/;FALSE;FALSE;;;;;;;
[CITATION][C] Architecture of an intelligent interactive tutoring system;2004;SK Biswas;;2004;xx;FALSE;FALSE;;;;;;;
Pragmatic ambiguity detection in natural language requirements;2014;A Ferrari;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6894849/;FALSE;FALSE;;;;;;;
A Recommended Method Based on the Weighted RippleNet Network Mode;2021;Y Luo;;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1742-6596/2025/1/012011/meta;FALSE;FALSE;;;;;;;
Interactive distributed knowledge support for conceptual building design;2004;B Kraft;;e-pub.uni-weimar.de;https://e-pub.uni-weimar.de/opus4/frontdoor/index/index/docId/209;FALSE;FALSE;;;;;;;
Conversation Concepts: Understanding Topics and Building Taxonomies for Financial Services;2021;JP McCrae;;mdpi.com;https://www.mdpi.com/2078-2489/12/4/160;FALSE;FALSE;;;;;;;
MOOPer: A Large-Scale Dataset of Practice-Oriented Online Learning;2021;K Liu;;Springer;https://link.springer.com/chapter/10.1007/978-981-16-6471-7_22;FALSE;FALSE;;;;;;;
Domain Specific Knowledge Graphs as a Service to the Public: Powering Social-Impact Funding in the US;26;Y Li;;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/3394486.3403330;FALSE;FALSE;;;;;;;
A C-RFBS model for the efficient construction and reuse of interpretable design knowledge records across knowledge networks;2021;Y Zhang;;Francis;https://www.tandfonline.com/doi/abs/10.1080/21642583.2021.1937373;FALSE;FALSE;;;;;;;
Cmu livemedqa at trec 2017 liveqa: A consumer health question answering system;1711;Y Yang;;arxiv.org;https://arxiv.org/abs/1711.05789;FALSE;FALSE;;;;;;;
Domain specific cross-lingual knowledge linking based on similarity flooding;2016;L Pan;;Springer;https://link.springer.com/chapter/10.1007/978-3-319-47650-6_34;FALSE;FALSE;;;;;;;
Preface to the Special Issue on Graph Data Management in Online Social Networks;2020;K Zheng;;Springer;https://link.springer.com/article/10.1007/s11280-019-00771-0;FALSE;FALSE;;;;;;;
SCHEME FOR QUESTION ANSWERING SYSTEM BY USING OPTIMIZED KNOWLEDGE GRAPHS;2020;G Kavitha;;archives.palarch.nl;https://www.archives.palarch.nl/index.php/jae/article/view/2701;FALSE;FALSE;;;;;;;
[PDF][PDF] Citation Analysis and Keyword Mining based on Fulltext Extraction of Scientific Literature;2012;J Zhang;;bulletin.jcdl.org;https://bulletin.jcdl.org/Bulletin/v8n2/papers/zhang.pdf;FALSE;FALSE;;;;;;;
A Large Scale; Knowledge Intensive Domain Development Methodology;2021;M Bagchi;;nomos-elibrary.de;https://www.nomos-elibrary.de/10.5771/0943-7444-2021-1-8/a-large-scale-knowledge-intensive-domain-development-methodology-volume-48-2021-issue-1;FALSE;FALSE;;;;;;
A Parallel Education Based Intelligent Tutoring Systems Framework;2020;S Jing;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9238052/;FALSE;FALSE;;;;;;;
[PDF][PDF] Text segmentation of health examination item based on character statistics and information measurement;2018;H An;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/iel7/8336029/8379738/08379742.pdf;FALSE;FALSE;;;;;;;
Technology Recommendations for an Innovative Agricultural Robot Design Based on Technology Knowledge Graphs;2021;Y Jin;;mdpi.com;https://www.mdpi.com/2227-9717/9/11/1905;FALSE;FALSE;;;;;;;
Research and Development of ICT Call Center Data Auxiliary Analysis System Based on Knowledge Discovery;2020;X Li;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9282671/;FALSE;FALSE;;;;;;;
Automated Query Graph Generation for Querying Knowledge Graphs;30;W Zheng;;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/3459637.3482235;FALSE;FALSE;;;;;;;
[HTML][HTML] DKEN: Deep knowledge-enhanced network for recommender systems;2020;X Guo;;Elsevier;https://www.sciencedirect.com/science/article/pii/S0020025520306289;FALSE;FALSE;;;;;;;
Customer voice sensor: A comprehensive opinion mining system for call center conversation;2016;P Li;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7529578/;FALSE;FALSE;;;;;;;
[CITATION][C] Stereotype student model for an adaptive e-learning system;2013;A Grubisic;;…;xx;FALSE;FALSE;;;;;;;
[HTML][HTML] SDPedia: from DBpedia to domain-micropedia;2018;C Dong;;emerald.com;https://www.emerald.com/insight/content/doi/10.1108/IJWIS-05-2017-0040/full/html;FALSE;FALSE;;;;;;;
Bidirectional Gated Recurrent Unit Neural Networks for Relation Extraction of Chinese Enterprises;2020;N Yang;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9084718/;FALSE;FALSE;;;;;;;
A Semantic Framework for Enabling Radio Spectrum Policy Management and Evaluation;2020;H Santos;;Springer;https://link.springer.com/chapter/10.1007/978-3-030-62466-8_30;FALSE;FALSE;;;;;;;
Exploiting knowledge graphs for entity-centric prediction;2018;S Jiang;;ideals.illinois.edu;https://www.ideals.illinois.edu/handle/2142/102463;FALSE;FALSE;;;;;;;
Design and Implementation of Keyword Extraction Framework in Military Domain;2019;Z Huimin;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8832467/;FALSE;FALSE;;;;;;;
Knowledge Representation for Emotion Intelligence;2019;S Wang;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8731457/;FALSE;FALSE;;;;;;;
[HTML][HTML] Ontology based approach to Bayesian student model design;2013;A Grubišić;;Elsevier;https://www.sciencedirect.com/science/article/pii/S0957417413002285;FALSE;FALSE;;;;;;;
[PDF][PDF] Estimation of Ship Powering in Preliminary Ship Design Using Graph Theory and Machine Learning Method;2021;A MAIMUN;;researchgate.net;https://www.researchgate.net/profile/Jauhari-Khairuddin/publication/354266270_Estimation_of_Ship_Powering_in_Preliminary_Ship_Design_Using_Graph_Theory_and_Machine_Learning_Method/links/612ed1d22b40ec7d8bd86a5d/Estimation-of-Ship-Powering-in-Preliminary-Ship-Design-Using-Graph-Theory-and-Machine-Learning-Method.pdf;FALSE;FALSE;;;;;;;
[HTML][HTML] Exploring the Microbiota-Gut-Brain Axis for Mental Disorders with Knowledge Graphs;2020;T Liu;;atlantis-press.com;https://www.atlantis-press.com/journals/jaims/125948765/view;FALSE;FALSE;;;;;;;
Study on Framework of Intelligent Analysis of Chinese Preview Homework in Primary Schools;2019;X Gong;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8996356/;FALSE;FALSE;;;;;;;
[HTML][HTML] Domain-specific knowledge graphs: A survey;2021;B Abu-Salih;;Elsevier;https://www.sciencedirect.com/science/article/pii/S1084804521000990;FALSE;FALSE;;;;;;;
Personalized Information Recommendation for Chinese Paper Cutting Culture Heritage;2021;W Huang;;ebooks.iospress.nl;https://ebooks.iospress.nl/doi/10.3233/FAIA210184;FALSE;FALSE;;;;;;;
[CITATION][C] Preface: cognitive and contextual analytics for IT services;2017;A Bivens;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7878833/;FALSE;FALSE;;;;;;;
Distant supervision for Chinese temporal tagging;2018;H Zhang;;Springer;https://link.springer.com/chapter/10.1007/978-981-13-3146-6_2;FALSE;FALSE;;;;;;;
An Ontology-based Development of Activity Knowledge and System Design;2019;N Iino;;Springer;https://link.springer.com/chapter/10.1007/978-3-030-41407-8_24;FALSE;FALSE;;;;;;;
Question answering over knowledge graphs via structural query patterns;1910;W Zheng;;arxiv.org;https://arxiv.org/abs/1910.09760;FALSE;FALSE;;;;;;;
Automated clinical diagnosis: The role of content in various sections of a clinical document;2017;V Datla;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8217794/;FALSE;FALSE;;;;;;;
[PDF][PDF] A comparative study of Chinese and European Internet companies' privacy policy;xx;Y Wang;;utupub.fi;https://www.utupub.fi/bitstream/handle/10024/148096/Wang_Yajing_Thesis.pdf?sequence=1;FALSE;FALSE;;;;;;;
Standing on the Shoulders of Predecessors: Meta-Knowledge Transfer for Knowledge Graphs;2021;M Chen;;arxiv.org;https://arxiv.org/abs/2110.14170;FALSE;FALSE;;;;;;;
Construction technology of large scale knowledge maps in customer service field of Power Grid;2020;SS Guo;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9424834/;FALSE;FALSE;;;;;;;
Domain Named Entity Recognition and Applications in Test and Evaluation;2021;D Zhao;;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/3501409.3501595;FALSE;FALSE;;;;;;;
Personalized Semantic Retrieval System based on Statistical Language Model;2021;X Meng;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9627486/;FALSE;FALSE;;;;;;;
Frontiers of AI in Education;2021;S Yu;;Springer;https://link.springer.com/chapter/10.1007/978-981-16-2770-5_8;FALSE;FALSE;;;;;;;
[HTML][HTML] Opportunities and challenges of artificial intelligence for green manufacturing in the process industry;2019;S Mao;;Elsevier;https://www.sciencedirect.com/science/article/pii/S2095809919300074;FALSE;FALSE;;;;;;;
Distant Supervision for Relations Extraction via Deep Residual Learning and Multi-instance Attention in Cybersecurity;2020;G Shen;;Springer;https://link.springer.com/chapter/10.1007/978-3-030-66922-5_10;FALSE;FALSE;;;;;;;
[PDF][PDF] Stereotype student model for an adaptive e-learning system;2013;A Grubišić;;Citeseer;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.975.222&rep=rep1&type=pdf;FALSE;FALSE;;;;;;;
[HTML][HTML] Paper recommendation based on the knowledge gap between a researcher's background knowledge and research target;2016;W Zhao;;Elsevier;https://www.sciencedirect.com/science/article/pii/S030645731630070X;FALSE;FALSE;;;;;;;
Using collective intelligence to detect pragmatic ambiguities;2012;A Ferrari;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6345803/;FALSE;FALSE;;;;;;;
An Intelligent Learning Method and System for Cybersecurity Threat Detection;2020;Y Tao;;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1742-6596/1575/1/012128/meta;FALSE;FALSE;;;;;;;
Node Attribute Completion in Knowledge Graphs with Multi-Relational Propagation;2021;E Bayram;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9414016/;FALSE;FALSE;;;;;;;
Looking into the Future of Natural Language Processing;2020;JM Gomez-Perez;;Springer;https://link.springer.com/chapter/10.1007/978-3-030-44830-1_12;FALSE;FALSE;;;;;;;
[HTML][HTML] Neural symbolic reasoning with knowledge graphs: Knowledge extraction; relational reasoning; and inconsistency checking;2021;H Chen;;Elsevier;https://www.sciencedirect.com/science/article/pii/S266732582100159X;FALSE;FALSE;;;;;
Challenges with graph interpretation: A review of the literature;2011;N Glazer;;Francis;https://www.tandfonline.com/doi/abs/10.1080/03057267.2011.605307;FALSE;FALSE;;;;;;;
Enhancing Topic Models by Incorporating Explicit and Implicit External Knowledge;2020;Y Hong;;proceedings.mlr.press;http://proceedings.mlr.press/v129/hong20a.html;FALSE;FALSE;;;;;;;
Explainable Deep Learning for Readmission Prediction with Tree-GloVe Embedding;2021;J Jiang;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9565798/;FALSE;FALSE;;;;;;;
[PDF][PDF] Adaptive courseware model for intelligent e-learning systems;2014;A Grubišiş;;pmfst.unist.hr;http://www.pmfst.unist.hr/~ani/radovi/Grubisic_Stankov_Zitko_ICCEET2014.pdf;FALSE;FALSE;;;;;;;
[PDF][PDF] UML-based modeling of architectural knowledge and design;2004;M Kirchhof;;opus.bibliothek.fh-aachen.de;https://opus.bibliothek.fh-aachen.de/opus4/files/281/kraft_uml_based_modeling_2004.pdf;FALSE;FALSE;;;;;;;
[HTML][HTML] Research on the Path of Network Opinion Expression in AI Environment for College Students;2021;Y Zhu;;hindawi.com;https://www.hindawi.com/journals/cmmm/2021/4360792/;FALSE;FALSE;;;;;;;
A novel intelligent manufacturing mode with human-cyber-physical collaboration and fusion in the non-ferrous metal industry;2021;Q Liu;;Springer;https://link.springer.com/article/10.1007/s00170-021-08250-5;FALSE;FALSE;;;;;;;
[HTML][HTML] Domain relation extraction from noisy Chinese texts;2020;N Pang;;Elsevier;https://www.sciencedirect.com/science/article/pii/S0925231220311917;FALSE;FALSE;;;;;;;
Graph learning based recommender systems: A review;2021;S Wang;;arxiv.org;https://arxiv.org/abs/2105.06339;FALSE;FALSE;;;;;;;
Taxonomic Competence Modelling–Observations from a Hands-on Study and Implications for Modelling Strategies;2020;MP Dahlmeyer;;dl.gi.de;https://dl.gi.de/handle/20.500.12116/34591;FALSE;FALSE;;;;;;;
Explanations in Predictive Analytics: Case Studies;2020;I Tiddi;;books.google.com;https://books.google.com/books?hl=en&lr=&id=kfjtDwAAQBAJ&oi=fnd&pg=PA196&dq=%22Domain+knowledge+Graph%22+&ots=8dPlDd-pvr&sig=gdBevbeJNkCRuv4TALvbSkPPtIU;FALSE;FALSE;;;;;;;
Power entity identification method in cloud environment;2020;W Cao;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9338956/;FALSE;FALSE;;;;;;;
[PDF][PDF] Extending Cognitive Skill Classification of Common Verbs in the Domain of Computer Science for Algorithms Knowledge Units.;1;F Nafa;;pdfs.semanticscholar.org;https://pdfs.semanticscholar.org/0820/7d8161ef0cca211b11aaf75b007c090b567d.pdf;FALSE;FALSE;;;;;;;
[PDF][PDF] Using the Semantic Web in Academic Websites;2020;L Mocean;;revistaie.ase.ro;http://www.revistaie.ase.ro/content/93/03%20-%20mocean.pdf;FALSE;FALSE;;;;;;;
AliCG: Fine-grained and Evolvable Conceptual Graph Construction for Semantic Search at Alibaba;2021;N Zhang;;arxiv.org;https://arxiv.org/abs/2106.01686;TRUE;FALSE;;;;;;;
[HTML][HTML] Vquanda: Verbalization question answering dataset;2020;E Kacupaj;;Springer;https://link.springer.com/chapter/10.1007/978-3-030-49461-2_31;FALSE;FALSE;;;;;;;
Context-Aware Conversational Recommendation of Trigger-Action Rules in IoT Programming;2021;M Zhao;;Scientific;https://www.worldscientific.com/doi/abs/10.1142/S0218194021500510;FALSE;FALSE;;;;;;;
[PDF][PDF] A personalized learning system with adaptive content presentation and affective evaluation facilities;2013;RK Barbhuiya;;researchgate.net;https://www.researchgate.net/profile/Prof-K-Mustafa/publication/271069997_A_Personalized_Learning_System_with_Adaptive_Content_Presentation_and_Affective_Evaluation_Facilities/links/5809296b08ae993dc050a004/A-Personalized-Learning-System-with-Adaptive-Content-Presentation-and-Affective-Evaluation-Facilities.pdf;FALSE;FALSE;;;;;;;
Domain2vec: Domain embedding for unsupervised domain adaptation;2020;X Peng;;Springer;https://link.springer.com/content/pdf/10.1007/978-3-030-58539-6_45.pdf;FALSE;FALSE;;;;;;;
A learning-based approach for automatic construction of domain glossary from source code and documentation;2019;C Wang;;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/3338906.3338963;FALSE;FALSE;;;;;;;
The design and implementation of Language Learning Chatbot with XAI using Ontology and Transfer Learning;2009;N Shi;;arxiv.org;https://arxiv.org/abs/2009.13984;FALSE;FALSE;;;;;;;
Portfolio cuts: A graph-theoretic framework to diversification;2020;BS Dees;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9054371/;FALSE;FALSE;;;;;;;
An algorithm for the automatic construction of Bayesian networks with limited domain knowledge; as applied to the prediction of economic and development indicators …;2016;FJ Torre-Mora;;mospace.umsystem.edu;https://mospace.umsystem.edu/xmlui/handle/10355/56286;FALSE;FALSE;;;;;;
Semantic enrichment of data for AI applications;2021;F Özcan;;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/3462462.3468881;FALSE;FALSE;;;;;;;
Reasoning Engine for Support Maintenance;2020;R Farah;;Springer;https://link.springer.com/chapter/10.1007/978-3-030-62466-8_32;FALSE;FALSE;;;;;;;
Public Health Informatics: Proposing Causal Sequence of Death Using Neural Machine Translation;2020;Y Zhu;;arxiv.org;https://arxiv.org/abs/2009.10318;FALSE;FALSE;;;;;;;
Conversational IT Service Management;2018;K Kloeckner;;Springer;https://link.springer.com/chapter/10.1007/978-3-319-94048-9_5;FALSE;FALSE;;;;;;;
